_unit_id,airline,text
681454576,Southwest,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can
681454577,Southwest,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.
681454578,Southwest,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?
681454579,Southwest,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH
681454580,Southwest,@SouthwestAir honesty should always be the policy
681454581,Southwest,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
681454582,Southwest,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv
681454583,Southwest,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity"
681454584,Southwest,@SouthwestAir any deals to orlando in April/may??
681454585,Southwest,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ
681454586,Southwest,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P
681454587,Southwest,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule."
681454588,Southwest,@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!
681454589,Southwest,@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/
681454590,Southwest,@SouthwestAir prove it
681454592,Southwest,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!
681454593,Southwest,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations
681454594,Southwest,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa"
681454595,Southwest,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?
681454596,Southwest,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp
681454597,Southwest,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.
681454598,Southwest,@SouthwestAir no fare giving out clues.  In route now.
681454599,Southwest,@SouthwestAir telling my Fam in Vegas now. :)
681454600,Southwest,@SouthwestAir How many tickets are left?
681454601,Southwest,@SouthwestAir thank you!
681454602,Southwest,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7
681454603,Southwest,@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.
681454604,Southwest,@SouthwestAir Why do you have to be 18 _�_
681454605,Southwest,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury."
681454606,Southwest,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!"
681454607,Southwest,@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...
681454608,Southwest,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
681454609,Southwest,"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action."
681454610,Southwest,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!
681454611,Southwest,"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?"
681454612,Southwest,@SouthwestAir are 5 people there?
681454613,Southwest,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl
681454614,Southwest,"@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S Thanks again SW"
681454615,Southwest,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons
681454616,Southwest,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH
681454617,Southwest,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?
681454618,Southwest,"@SouthwestAir Dang, if only practice was an hour Late Flightr today..."
681454619,Southwest,"@SouthwestAir that was supposed to say ""boo"" not book. booo."
681454620,Southwest,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather
681454621,Southwest,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises
681454622,Southwest,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?
681454623,Southwest,@SouthwestAir really easy for locals to get down to the strip. book.
681454624,Southwest,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...
681454625,Southwest,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove
681454626,Southwest,"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it."
681454627,Southwest,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.
681454628,Southwest,@SouthwestAir how do get priority seating after you already paid for the flight
681454629,Southwest,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
681454630,Southwest,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?
681454631,Southwest,@SouthwestAir best airline _�
681454632,Southwest,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
681454633,Southwest,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!
681454634,Southwest,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb
681454635,Southwest,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David."
681454636,Southwest,@southwestair watching planes do their thing https://t.co/iItoJhUIKH
681454637,Southwest,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR
681454638,Southwest,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.
681454639,Southwest,@SouthwestAir continues to prove to be the best airlines _�ջ
681454640,Southwest,@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons
681454641,Southwest,@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149
681454642,Southwest,@SouthwestAir thanks!!
681454643,Southwest,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays
681454644,Southwest,@SouthwestAir but when do I get my gin &amp; tonic !?!?
681454645,Southwest,@SouthwestAir is this a sick joke? #toyingwithouremotions
681454646,Southwest,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????"
681454647,Southwest,@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!
681454648,Southwest,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
681454649,Southwest,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel"
681454650,Southwest,"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans"
681454652,Southwest,@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty
681454653,Southwest,"@SouthwestAir done. Sorry, I thought I was already."
681454654,Southwest,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?"
681454655,Southwest,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
681454656,Southwest,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice."
681454657,Southwest,"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home.."
681454658,Southwest,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
681454659,Southwest,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!
681454660,Southwest,"@SouthwestAir Thanks, you guys are the best"
681454661,Southwest,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.
681454662,Southwest,@SouthwestAir if only you could control the weather in Las Vegas _�
681454663,Southwest,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?
681454664,Southwest,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?
681454665,Southwest,@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip
681454666,Southwest,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!
681454667,Southwest,@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?
681454668,Southwest,"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow."
681454669,Southwest,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!
681454670,Southwest,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq
681454671,Southwest,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?"
681454672,Southwest,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!
681454673,Southwest,@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha
681454674,Southwest,@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.
681454675,Southwest,"@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable"
681454676,Southwest,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition
681454677,Southwest,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy"
681454678,Southwest,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!
681454679,Southwest,@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/
681454680,Southwest,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help"
681454681,Southwest,"@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol."
681454682,Southwest,@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time.
681454683,Southwest,@SouthwestAir My bag was not shown LUV did not make it to PHL with me.
681454684,Southwest,@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness
681454685,Southwest,@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.
681454686,Southwest,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?
681454687,Southwest,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
681454688,Southwest,@SouthwestAir nice touch on the passbook integration!
681454689,Southwest,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards..."
681454690,Southwest,@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...
681454691,Southwest,"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing"
681454692,Southwest,@SouthwestAir need assistance getting an extension on a flight that has expired.
681454693,Southwest,@SouthwestAir Awesome. Thanks! You guys rock!
681454694,Southwest,"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?"
681454695,Southwest,@SouthwestAir when can we expect customer service in Dallas to be available
681454696,Southwest,@SouthwestAir it eventually arrived. just seemed really slow. :)
681454697,Southwest,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed."
681454698,Southwest,@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.
681454699,Southwest,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0
681454700,Southwest,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
681454701,Southwest,@SouthwestAir yep. 99.99999999% certain it was on that flight.
681454702,Southwest,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
681454703,Southwest,@SouthwestAir I would appreciate that.  Thank you.
681454704,Southwest,"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?"
681454705,Southwest,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail"
681454706,Southwest,@SouthwestAir Can my wife's RR points be transferred to my RR account?
681454707,Southwest,@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.
681454708,Southwest,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours."
681454709,Southwest,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2
681454710,Southwest,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
681454711,Southwest,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.
681454712,Southwest,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
681454713,Southwest,@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!
681454714,Southwest,@SouthwestAir I did. Still haven't heard a thing.
681454715,Southwest,@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!
681454716,Southwest,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
681454717,Southwest,@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....
681454718,Southwest,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
681454719,Southwest,@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?
681454720,Southwest,@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040
681454721,Southwest,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
681454722,Southwest,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
681454723,Southwest,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
681454724,Southwest,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)
681454725,Southwest,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
681454726,Southwest,@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek
681454727,Southwest,@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek
681454728,Southwest,@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek
681454729,Southwest,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek
681454730,Southwest,@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
681454731,Southwest,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|"
681454732,Southwest,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2"
681454733,Southwest,@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon
681454734,Southwest,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!
681454735,Southwest,@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?
681454736,Southwest,@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying
681454737,Southwest,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.
681454738,Southwest,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
681454739,Southwest,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday"
681454740,Southwest,@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight
681454741,Southwest,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.
681454742,Southwest,@SouthwestAir didn't realize no clothes until at hotel - suggestions?
681454743,Southwest,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
681454744,Southwest,@SouthwestAir bag in possession but no clothes in bag??
681454745,Southwest,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB"
681454746,Southwest,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back"
681454747,Southwest,@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?
681454748,Southwest,@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else _�_�_�
681454749,Southwest,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward
681454750,Southwest,@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime
681454751,Southwest,@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?
681454752,Southwest,@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable
681454753,Southwest,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out."
681454754,Southwest,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.
681454755,Southwest,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
681454756,Southwest,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.
681454757,Southwest,@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.
681454758,Southwest,"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own."
681454759,Southwest,"@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?"
681454760,Southwest,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
681454761,Southwest,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
681454762,Southwest,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
681454763,Southwest,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.
681454764,Southwest,@SouthwestAir arrangements to reimburse me for the rental I had to get?
681454765,Southwest,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
681454766,Southwest,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy
681454767,Southwest,@SouthwestAir   Thanks
681454768,Southwest,"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help."
681454769,Southwest,@SouthwestAir have sent you a DM with the details. Thanks!
681454770,Southwest,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.
681454772,Southwest,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
681454773,Southwest,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
681454774,Southwest,@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
681454775,Southwest,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!"
681454776,Southwest,@SouthwestAir   Are flights going into Dallas this morning?   Thanks
681454777,Southwest,@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet
681454778,Southwest,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1
681454779,Southwest,"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw"
681454780,Southwest,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
681454781,Southwest,@SouthwestAir yes I was everything worked out great
681454782,Southwest,@SouthwestAir show me some love and a companion flight~please and thank you!
681454783,Southwest,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail"
681454784,Southwest,@SouthwestAir loved it!
681454785,Southwest,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson
681454787,Southwest,"@SouthwestAir I am in, let's do this!"
681454788,Southwest,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.)
681454789,Southwest,@SouthwestAir you're my early frontrunner for best airline! #oscars2016
681454790,Southwest,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,_ http://t.co/MmCWkqp2gy"
681454791,Southwest,@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx
681454792,Southwest,"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?"
681454793,Southwest,"@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night."
681454794,Southwest,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking
681454795,Southwest,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.
681454796,Southwest,@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys _�_�
681454797,Southwest,@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass.
681454798,Southwest,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.
681454799,Southwest,.@SouthwestAir Thx for the follow up. Just sent DM
681454800,Southwest,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted
681454801,Southwest,@SouthwestAir TY for your consideration!
681454802,Southwest,@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.
681454803,Southwest,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.
681454804,Southwest,"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!"
681454805,Southwest,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight"
681454806,Southwest,@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest
681454807,Southwest,"@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040"
681454808,Southwest,@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.
681454809,Southwest,@SouthwestAir thanks! Very excited to see it :D
681454810,Southwest,".@SouthwestAir glad you appreciate it, it�۪ll be the last dollar you ever get from me thanks to your wretched customer service"
681454811,Southwest,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink _�
681454812,Southwest,"@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow"
681454813,Southwest,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
681454814,Southwest,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?
681454815,Southwest,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?
681454816,Southwest,@SouthwestAir may I have my Companion pass please.
681454817,Southwest,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done"
681454818,Southwest,"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back"
681454819,Southwest,@SouthwestAir All good... beers and #oscars2015 ar #DIA
681454820,Southwest,"@SouthwestAir yes, please #companionpass"
681454821,Southwest,@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.
681454822,Southwest,@SouthwestAir luv my companion pass!
681454823,Southwest,@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.
681454824,Southwest,@SouthwestAir it's ok I was supposed to be in California 5hrs ago
681454825,Southwest,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?"
681454826,Southwest,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.
681454827,Southwest,@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy
681454828,Southwest,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country."
681454829,Southwest,@SouthwestAir thank you!!
681454830,Southwest,@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.
681454831,Southwest,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.
681454832,Southwest,@SouthwestAir how do I get a companion pass
681454833,Southwest,@SouthwestAir especially if it's your mom! #IChangedYourDiaper
681454834,Southwest,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment
681454835,Southwest,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?"
681454836,Southwest,@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??
681454837,Southwest,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.
681454838,Southwest,@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.
681454839,Southwest,@SouthwestAir after an hour and a half then it came back damaged. Not happy _�
681454840,Southwest,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?
681454841,Southwest,@SouthwestAir why does the customer service have rather inconsistent information
681454842,Southwest,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.
681454843,Southwest,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.
681454844,Southwest,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!
681454845,Southwest,"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan."
681454846,Southwest,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.
681454847,Southwest,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!
681454848,Southwest,@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again
681454849,Southwest,@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q
681454850,Southwest,"@SouthwestAir no you are not, you just care about mighty dollar."
