_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681452225,FALSE,finalized,3,2/25/15 7:51,negative,1,Customer Service Issue,1,United,,kellanjacobs,,1,,2/20/15 18:19,5.68958E+17,San Francisco,Pacific Time (US & Canada)
681452227,FALSE,finalized,3,2/25/15 3:52,negative,1,Customer Service Issue,0.6436,United,,eddietemistokle,,1,,2/20/15 18:17,5.68958E+17,New York City,Central Time (US & Canada)
681452229,FALSE,finalized,3,2/25/15 5:51,neutral,1,,,United,,Thomas_12345,,0,,2/20/15 18:16,5.68957E+17,,
681452232,FALSE,finalized,3,2/25/15 2:53,neutral,0.6849,,0,United,,MayhemRevived,,1,,2/20/15 18:14,5.68957E+17,,
681452234,FALSE,finalized,3,2/25/15 0:54,positive,0.6963,,0,United,,kevinkugler,,0,,2/20/15 18:10,5.68956E+17,"Omaha, Nebraska",Central Time (US & Canada)
681452236,FALSE,finalized,3,2/25/15 9:02,negative,1,Can't Tell,0.3499,United,,leigh_emery,,1,,2/20/15 18:08,5.68955E+17,"Hoboken, NJ",Eastern Time (US & Canada)
681452238,FALSE,finalized,3,2/25/15 7:12,positive,1,,,United,,ThomasRogersSG,,0,,2/20/15 18:07,5.68955E+17,,
681452240,FALSE,finalized,3,2/25/15 8:50,negative,1,Customer Service Issue,1,United,,TaraNorden,,0,,2/20/15 18:07,5.68955E+17,Chicago,Central Time (US & Canada)
681452243,FALSE,finalized,3,2/25/15 2:05,negative,1,Customer Service Issue,1,United,,tjny753,,1,,2/20/15 18:05,5.68955E+17,"Elmira, NY",
681452245,FALSE,finalized,3,2/25/15 5:36,negative,1,Can't Tell,1,United,,Y_Marms5,,0,,2/20/15 18:04,5.68954E+17,NY & NJ,Eastern Time (US & Canada)
681452247,FALSE,finalized,3,2/25/15 10:01,negative,1,Flight Attendant Complaints,0.6752,United,,tompenning,,0,,2/20/15 18:03,5.68954E+17,,
681452249,FALSE,finalized,3,2/25/15 4:45,negative,1,Lost Luggage,0.6714,United,,sjwwalsh,,1,,2/20/15 18:03,5.68954E+17,,
681452251,FALSE,finalized,3,2/25/15 6:41,positive,1,,,United,,bakedstove,,0,,2/20/15 18:00,5.68953E+17,"Boston, Massachusetts",Eastern Time (US & Canada)
681452254,FALSE,finalized,3,2/25/15 6:07,negative,1,Customer Service Issue,1,United,,RONISREALTOR,,1,,2/20/15 17:58,5.68953E+17,"Fort Lauderdale, FL",Eastern Time (US & Canada)
681452256,FALSE,finalized,3,2/25/15 6:44,negative,1,Customer Service Issue,1,United,,leigh_emery,,0,,2/20/15 17:54,5.68952E+17,"Hoboken, NJ",Eastern Time (US & Canada)
681452258,FALSE,finalized,3,2/25/15 0:46,neutral,1,,,United,,aushianya,,0,,2/20/15 17:54,5.68952E+17,,
681452260,FALSE,finalized,3,2/25/15 9:04,negative,1,Late Flight,1,United,,LinaSalazar,,0,,2/20/15 17:53,5.68952E+17,Washington DC,Eastern Time (US & Canada)
681452262,FALSE,finalized,3,2/25/15 7:03,negative,1,Can't Tell,0.6742,United,,1234567890_,,1,,2/20/15 17:52,5.68951E+17,"Boulder, CO | Los Angeles, CA",Arizona
681452264,FALSE,finalized,3,2/25/15 5:48,neutral,0.6651,,0,United,,JPKirchmeier,,0,,2/20/15 17:52,5.68951E+17,"Evanston, IL",Central Time (US & Canada)
681452266,FALSE,finalized,3,2/25/15 7:51,negative,1,Flight Booking Problems,0.6889,United,,majacgray,,0,,2/20/15 17:50,5.68951E+17,"Brooklyn, NY",Eastern Time (US & Canada)
681452270,FALSE,finalized,3,2/25/15 5:28,positive,0.6566,,,United,,paigeworthy,,0,"[0.0, 0.0]",2/20/15 17:50,5.68951E+17,Chicago,Central Time (US & Canada)
681452272,FALSE,finalized,3,2/25/15 9:15,negative,0.6481,Flight Attendant Complaints,0.3351,United,,elbrooklyntaco,,1,,2/20/15 17:49,5.68951E+17,,
681452274,FALSE,finalized,3,2/25/15 8:01,negative,1,Late Flight,0.6495,United,,laurenmadams,,0,,2/20/15 17:49,5.68951E+17,In & Around Chicago,Central Time (US & Canada)
681452276,FALSE,finalized,3,2/25/15 10:02,negative,0.6848,Customer Service Issue,0.6848,United,,MadisonWatts_,,1,"[38.26810946, -82.12153441]",2/20/15 17:46,5.6895E+17,West Virginia,Alaska
681452278,FALSE,finalized,3,2/25/15 2:36,negative,1,Late Flight,1,United,,AJMILBRANDT,,1,,2/20/15 17:45,5.6895E+17,Buck-hio,
681452280,FALSE,finalized,3,2/25/15 2:29,negative,0.6537,Customer Service Issue,0.329,United,,Dra_Mck,,0,,2/20/15 17:43,5.68949E+17,Chapel Hill,Quito
681452282,FALSE,finalized,3,2/25/15 3:06,negative,1,Customer Service Issue,0.6493,United,,Decode_NewYork,,0,,2/20/15 17:40,5.68948E+17,New York City,Eastern Time (US & Canada)
681452284,FALSE,finalized,3,2/25/15 10:26,neutral,1,,,United,,Csqd,,0,,2/20/15 17:39,5.68948E+17,"Vail, CO",Mountain Time (US & Canada)
681452286,FALSE,finalized,3,2/25/15 1:38,negative,0.636,Can't Tell,0.324,United,,aushianya,,0,,2/20/15 17:39,5.68948E+17,,
681452288,FALSE,finalized,3,2/25/15 4:22,negative,1,Late Flight,1,United,,HobertRunter,,1,,2/20/15 17:38,5.68948E+17,Minneapolis,Quito
681452291,FALSE,finalized,3,2/25/15 7:38,positive,1,,,United,,mrp,,0,,2/20/15 17:37,5.68948E+17,sf - austin - sydney,Alaska
681452293,FALSE,finalized,3,2/25/15 8:56,negative,1,Customer Service Issue,0.6805,United,,HILL_PARTYofone,,1,,2/20/15 17:36,5.68947E+17,"Omaha, NE",Central Time (US & Canada)
681452295,FALSE,finalized,3,2/25/15 4:29,positive,0.343,,0,United,,nfriesen1,,0,,2/20/15 17:34,5.68947E+17,"Winnipeg, MB Canada",Central Time (US & Canada)
681452297,FALSE,finalized,3,2/25/15 8:11,positive,1,,,United,,nfriesen1,,0,,2/20/15 17:34,5.68947E+17,"Winnipeg, MB Canada",Central Time (US & Canada)
681452299,FALSE,finalized,3,2/25/15 8:18,negative,1,Bad Flight,0.3748,United,,xVanDanx,,0,,2/20/15 17:23,5.68944E+17,Silver Spring,Eastern Time (US & Canada)
681452301,FALSE,finalized,3,2/25/15 7:28,negative,1,Late Flight,0.6436,United,,Charlie_Mich,,0,,2/20/15 17:17,5.68943E+17,,
681452303,FALSE,finalized,3,2/25/15 4:10,positive,0.6889,,0,United,,1234567890_,,0,"[37.61476852, -122.40521688]",2/20/15 17:14,5.68942E+17,"Boulder, CO | Los Angeles, CA",Arizona
681452305,FALSE,finalized,3,2/25/15 5:27,negative,0.7055,Late Flight,0.3748,United,,wisemana,,0,"[0.0, 0.0]",2/20/15 17:09,5.68941E+17,"washington, dc",Eastern Time (US & Canada)
681452308,FALSE,finalized,3,2/25/15 2:30,negative,1,Late Flight,0.6579,United,,wisemana,,0,"[29.98384194, -95.33664018]",2/20/15 17:01,5.68939E+17,"washington, dc",Eastern Time (US & Canada)
681452310,FALSE,finalized,3,2/25/15 4:10,negative,1,Bad Flight,0.3434,United,,hoozsah,,0,,2/20/15 16:49,5.68935E+17,,
681452312,FALSE,finalized,3,2/25/15 2:30,negative,1,Customer Service Issue,1,United,,KatieJelen,,0,,2/20/15 16:46,5.68935E+17,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
681452314,FALSE,finalized,3,2/25/15 4:30,negative,1,Bad Flight,0.3404,United,,JoeSchmuck,,2,,2/20/15 16:45,5.68935E+17,San Francisco,Pacific Time (US & Canada)
681452317,FALSE,finalized,3,2/25/15 1:08,positive,1,,,United,,ferriertv,,0,,2/20/15 16:39,5.68933E+17,Denver,Mountain Time (US & Canada)
681452319,FALSE,finalized,3,2/25/15 3:02,negative,1,Customer Service Issue,1,United,,StarksRavings,,0,,2/20/15 16:38,5.68933E+17,United States,Eastern Time (US & Canada)
681452321,FALSE,finalized,3,2/25/15 0:44,negative,0.685,Flight Booking Problems,0.3586,United,,iamtedking,,0,,2/20/15 16:37,5.68932E+17,,Eastern Time (US & Canada)
681452323,FALSE,finalized,3,2/25/15 3:45,neutral,1,,,United,,JamieReidy,,0,,2/20/15 16:35,5.68932E+17,,Pacific Time (US & Canada)
681452325,FALSE,finalized,3,2/25/15 1:37,negative,1,Customer Service Issue,1,United,,LJ3000,,0,,2/20/15 16:35,5.68932E+17,,Pacific Time (US & Canada)
681452327,FALSE,finalized,3,2/25/15 4:00,negative,1,Can't Tell,0.7075,United,,JamieReidy,,0,,2/20/15 16:34,5.68932E+17,,Pacific Time (US & Canada)
681452328,FALSE,finalized,3,2/25/15 6:42,negative,0.3511,Flight Attendant Complaints,0.3511,United,,robfarrisjr,,1,,2/20/15 16:34,5.68932E+17,"Apex, NC",Eastern Time (US & Canada)
681452329,FALSE,finalized,3,2/25/15 6:05,negative,1,Late Flight,0.6378,United,,tjny753,,0,,2/20/15 16:33,5.68931E+17,"Elmira, NY",
681452330,FALSE,finalized,3,2/25/15 7:38,negative,0.684,Late Flight,0.3499,United,,Charlie_Mich,,1,,2/20/15 16:32,5.68931E+17,,
681452331,FALSE,finalized,3,2/25/15 7:27,negative,1,Can't Tell,0.684,United,,thebadvillain,,1,,2/20/15 16:30,5.68931E+17,,
681452332,FALSE,finalized,3,2/25/15 7:30,negative,1,Late Flight,1,United,,JW_Blocker,,1,,2/20/15 16:24,5.68929E+17,,
681452333,FALSE,finalized,3,2/25/15 9:05,negative,1,Lost Luggage,0.3407,United,,iamawarplane,,0,,2/20/15 16:20,5.68928E+17,"Austin, Texas",
681452334,FALSE,finalized,3,2/25/15 4:03,negative,0.6942,Late Flight,0.3702,United,,Charlie_Mich,,0,,2/20/15 16:20,5.68928E+17,,
681452335,FALSE,finalized,3,2/25/15 3:41,neutral,1,,,United,,suijuris,,0,"[40.64993239, -73.78249589]",2/20/15 16:18,5.68928E+17,"New York, NY",Eastern Time (US & Canada)
681452336,FALSE,finalized,3,2/25/15 3:22,negative,1,Late Flight,1,United,,Charlie_Mich,,0,,2/20/15 16:18,5.68928E+17,,
681452337,FALSE,finalized,3,2/25/15 1:59,negative,1,Late Flight,1,United,,Schlubach,,1,,2/20/15 16:18,5.68928E+17,NY,Quito
681452338,FALSE,finalized,3,2/25/15 8:24,negative,1,Late Flight,1,United,,Charlie_Mich,,0,,2/20/15 16:16,5.68927E+17,,
681452339,FALSE,finalized,3,2/25/15 5:22,negative,1,Customer Service Issue,1,United,,ellembee,,0,,2/20/15 16:13,5.68927E+17,chicago,Central Time (US & Canada)
681452340,FALSE,finalized,3,2/25/15 9:37,neutral,0.6735,,0,United,,takwind_,,0,,2/20/15 16:12,5.68926E+17,New York | Nomad,Eastern Time (US & Canada)
681452341,FALSE,finalized,3,2/25/15 7:47,negative,1,Bad Flight,1,United,,StephanieWeyant,,0,,2/20/15 16:10,5.68926E+17,New York City,
681452342,FALSE,finalized,3,2/25/15 5:39,negative,0.7118,longlines,0.3667,United,,archivelle,,0,,2/20/15 16:10,5.68926E+17,New York,
681452343,FALSE,finalized,3,2/25/15 1:26,negative,1,Can't Tell,0.6656,United,,KatieJelen,,0,,2/20/15 16:04,5.68924E+17,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
681452344,FALSE,finalized,3,2/25/15 3:16,positive,1,,,United,,livingextreme,,0,,2/20/15 16:00,5.68923E+17,"Grand Junction, Colorado",
681452345,FALSE,finalized,3,2/25/15 3:46,positive,1,,,United,,Mimsw,,0,,2/20/15 15:58,5.68923E+17,"Boulder, CO",Mountain Time (US & Canada)
681452346,FALSE,finalized,3,2/25/15 2:03,negative,0.6842,Can't Tell,0.6842,United,,KatieJelen,,1,,2/20/15 15:56,5.68922E+17,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
681452347,FALSE,finalized,3,2/25/15 6:37,negative,1,Flight Attendant Complaints,1,United,,EddieUmphrey,,1,,2/20/15 15:55,5.68922E+17,"MN, MI, NM",Eastern Time (US & Canada)
681452348,FALSE,finalized,3,2/25/15 0:50,positive,1,,,United,,KennethRMurray,,0,,2/20/15 15:54,5.68922E+17,"Kenosha, WI",Central Time (US & Canada)
681452349,FALSE,finalized,3,2/25/15 5:55,negative,1,Lost Luggage,1,United,,chozee1,,0,,2/20/15 15:53,5.68921E+17,"Clifton, NJ",
681452350,FALSE,finalized,3,2/25/15 1:45,negative,1,Customer Service Issue,0.6329,United,,jbersack,,1,,2/20/15 15:52,5.68921E+17,"МПT: 38.763515,-77.718226",Eastern Time (US & Canada)
681452351,FALSE,finalized,3,2/25/15 7:31,negative,1,Bad Flight,1,United,,BurkeCherrie,,0,,2/20/15 15:49,5.6892E+17,"Brooklyn, NY",Eastern Time (US & Canada)
681452352,FALSE,finalized,3,2/25/15 2:22,negative,1,Late Flight,0.6526,United,,Schlubach,,1,,2/20/15 15:46,5.6892E+17,NY,Quito
681452353,FALSE,finalized,3,2/25/15 7:51,neutral,1,,,United,,aushianya,,0,,2/20/15 15:44,5.68919E+17,,
681452354,FALSE,finalized,3,2/25/15 9:56,negative,1,Customer Service Issue,0.6619,United,,iamawarplane,,1,,2/20/15 15:43,5.68919E+17,"Austin, Texas",
681452355,FALSE,finalized,3,2/25/15 2:06,negative,1,Can't Tell,1,United,,jayw329,,0,,2/20/15 15:42,5.68919E+17,"New York, NY",Eastern Time (US & Canada)
681452356,FALSE,finalized,3,2/25/15 8:00,negative,0.6633,Can't Tell,0.3367,United,,jayw329,,0,,2/20/15 15:39,5.68918E+17,"New York, NY",Eastern Time (US & Canada)
681452357,FALSE,finalized,3,2/25/15 1:52,positive,1,,,United,,nfriesen1,,0,"[49.73717309, -96.67646776]",2/20/15 15:39,5.68918E+17,"Winnipeg, MB Canada",Central Time (US & Canada)
681452358,FALSE,finalized,3,2/25/15 7:03,negative,0.6878,Can't Tell,0.3541,United,,archivelle,,0,,2/20/15 15:39,5.68918E+17,New York,
681452359,FALSE,finalized,3,2/25/15 4:00,negative,1,Late Flight,0.6657,United,,archivelle,,1,,2/20/15 15:38,5.68918E+17,New York,
681452360,FALSE,finalized,3,2/25/15 7:45,negative,1,Late Flight,0.6154,United,,4wordSOUL,,1,,2/20/15 15:37,5.68917E+17,"Denver, CO",Mountain Time (US & Canada)
681452361,FALSE,finalized,3,2/25/15 1:18,negative,1,Bad Flight,0.697,United,,jayw329,,0,,2/20/15 15:36,5.68917E+17,"New York, NY",Eastern Time (US & Canada)
681452362,FALSE,finalized,3,2/25/15 8:19,positive,1,,,United,,CEUGRATN,,0,,2/20/15 15:33,5.68916E+17,,Central Time (US & Canada)
681452363,FALSE,finalized,3,2/25/15 9:21,neutral,1,,,United,,JPKirchmeier,,0,,2/20/15 15:33,5.68916E+17,"Evanston, IL",Central Time (US & Canada)
681452364,FALSE,finalized,3,2/25/15 9:36,neutral,1,,,United,,JPKirchmeier,,0,,2/20/15 15:32,5.68916E+17,"Evanston, IL",Central Time (US & Canada)
681452365,FALSE,finalized,3,2/25/15 4:47,negative,1,Customer Service Issue,1,United,,cruzontour,,0,"[29.98454639, -95.33856899]",2/20/15 15:30,5.68916E+17,"Los Angeles, CA",Alaska
681452366,FALSE,finalized,3,2/25/15 4:35,negative,1,Bad Flight,0.6907,United,,AtulKC,,0,,2/20/15 15:22,5.68914E+17,Greater New York City Area,Eastern Time (US & Canada)
681452367,FALSE,finalized,3,2/25/15 0:53,negative,1,Late Flight,1,United,,DreLongo,,1,,2/20/15 15:13,5.68911E+17,Boston,
681452368,FALSE,finalized,3,2/25/15 5:57,positive,1,,,United,,ibrowning85,,0,,2/20/15 15:11,5.68911E+17,,
681452369,FALSE,finalized,3,2/25/15 5:25,negative,1,Late Flight,1,United,,fambai,,0,,2/20/15 15:09,5.6891E+17,the nation's capital,Eastern Time (US & Canada)
681452370,FALSE,finalized,3,2/25/15 8:03,negative,0.6778,Can't Tell,0.6778,United,,GoBeavs808,,0,,2/20/15 15:06,5.6891E+17,Radford HS,
681452371,FALSE,finalized,3,2/25/15 3:13,positive,0.6755,,,United,,BattierCCIpuppy,,1,,2/20/15 15:03,5.68909E+17,"Sacramento, CA",
681452372,FALSE,finalized,3,2/25/15 5:17,negative,1,Late Flight,1,United,,RegYohanan,,1,,2/20/15 15:02,5.68908E+17,,
681452373,FALSE,finalized,3,2/25/15 5:36,negative,1,Can't Tell,0.6285,United,,wisemana,,0,,2/20/15 14:50,5.68905E+17,"washington, dc",Eastern Time (US & Canada)
681452374,FALSE,finalized,3,2/25/15 9:51,negative,0.665,Late Flight,0.335,United,,ChrisLaylin,,0,"[0.0, 0.0]",2/20/15 14:48,5.68905E+17,"Powell, OH",Eastern Time (US & Canada)
681452375,FALSE,finalized,3,2/25/15 5:14,neutral,0.7008,,0,United,,Heaton52,,0,,2/20/15 14:47,5.68905E+17,,Central Time (US & Canada)
681452376,FALSE,finalized,3,2/25/15 2:53,neutral,0.68,,,United,,jacobburkholder,,0,,2/20/15 14:43,5.68904E+17,"#avgeek, United 1K",Central Time (US & Canada)
681452377,FALSE,finalized,3,2/25/15 4:30,negative,1,Customer Service Issue,0.3404,United,,caseymugar,,0,,2/20/15 14:42,5.68903E+17,"Culver City, CA",Pacific Time (US & Canada)
681452378,FALSE,finalized,3,2/25/15 1:50,negative,1,Late Flight,1,United,,Csqd,,0,"[41.9653255, -87.87535719]",2/20/15 14:41,5.68903E+17,"Vail, CO",Mountain Time (US & Canada)
681452379,FALSE,finalized,3,2/25/15 5:23,neutral,0.6202,,,United,,yuethomas,,0,,2/20/15 14:40,5.68903E+17,"San Jose, CA",Pacific Time (US & Canada)
681452380,FALSE,finalized,3,2/25/15 4:15,positive,0.3414,,0,United,,matsmall,,0,"[0.0, 0.0]",2/20/15 14:38,5.68902E+17,Oakland,Pacific Time (US & Canada)
681452381,FALSE,finalized,3,2/25/15 8:08,negative,1,Can't Tell,0.6582,United,,AlsoRococo,,1,,2/20/15 14:37,5.68902E+17,Los Angeles,Pacific Time (US & Canada)
681452382,FALSE,finalized,3,2/25/15 1:25,negative,1,Late Flight,1,United,,ibrowning85,,0,,2/20/15 14:36,5.68902E+17,,
681452383,FALSE,finalized,3,2/25/15 3:53,neutral,1,,,United,,bethweesner,,0,,2/20/15 14:35,5.68902E+17,"San Francisco, CA",Pacific Time (US & Canada)
681452384,FALSE,finalized,3,2/25/15 1:04,negative,1,Flight Booking Problems,0.3617,United,,ThePappaShacks,,0,,2/20/15 14:35,5.68902E+17,Denver,
681452385,FALSE,finalized,3,2/25/15 1:32,negative,0.6718,Can't Tell,0.3435,United,,johnwoodRTR,,0,"[37.78736562, -122.40865161]",2/20/15 14:32,5.68901E+17,Hong Kong,Eastern Time (US & Canada)
681452386,FALSE,finalized,3,2/25/15 10:00,negative,1,Lost Luggage,1,United,,AlsoRococo,,1,,2/20/15 14:31,5.68901E+17,Los Angeles,Pacific Time (US & Canada)
681452387,FALSE,finalized,3,2/25/15 5:36,negative,0.7129,Bad Flight,0.7129,United,,caseymugar,,0,,2/20/15 14:28,5.689E+17,"Culver City, CA",Pacific Time (US & Canada)
681452388,FALSE,finalized,3,2/25/15 3:55,negative,1,Late Flight,1,United,,ibrowning85,,1,,2/20/15 14:26,5.689E+17,,
681452389,FALSE,finalized,3,2/25/15 3:26,positive,1,,,United,,__ciberpepe,,0,,2/20/15 14:26,5.689E+17,,
681452390,FALSE,finalized,3,2/25/15 8:17,negative,1,Bad Flight,0.6739,United,,wisemana,,0,,2/20/15 14:25,5.68899E+17,"washington, dc",Eastern Time (US & Canada)
681452391,FALSE,finalized,3,2/25/15 7:38,negative,0.7112,Late Flight,0.3581,United,,CpyburnDC,,1,,2/20/15 14:23,5.68899E+17,"Washington, DC",Eastern Time (US & Canada)
681452392,FALSE,finalized,3,2/25/15 6:49,negative,0.6795,Can't Tell,0.3441,United,,nate2482,,0,,2/20/15 14:23,5.68899E+17,"Parkersburg, WV",Eastern Time (US & Canada)
681452393,FALSE,finalized,3,2/25/15 0:49,negative,1,Lost Luggage,0.6722,United,,AlsoRococo,,0,,2/20/15 14:20,5.68898E+17,Los Angeles,Pacific Time (US & Canada)
681452394,FALSE,finalized,3,2/25/15 6:55,negative,1,Lost Luggage,0.6701,United,,AlsoRococo,,0,,2/20/15 14:19,5.68898E+17,Los Angeles,Pacific Time (US & Canada)
681452395,FALSE,finalized,3,2/25/15 7:13,neutral,0.6772,,0,United,,44Stocker,,0,,2/20/15 14:11,5.68896E+17,,
681452396,FALSE,finalized,3,2/25/15 2:15,negative,1,Can't Tell,0.6478,United,,SchrammRyan,,0,,2/20/15 14:11,5.68896E+17,,Eastern Time (US & Canada)
681452397,FALSE,finalized,3,2/25/15 3:01,negative,1,Flight Booking Problems,0.3503,United,,jeeden_1,,0,,2/20/15 14:09,5.68895E+17,"Purcellville, VA",
681452400,FALSE,finalized,3,2/25/15 10:46,neutral,1,,,United,,jeeden_1,,0,,2/20/15 14:08,5.68895E+17,"Purcellville, VA",
681452401,FALSE,finalized,3,2/25/15 1:41,positive,1,,,United,,KennethRMurray,,0,,2/20/15 14:06,5.68895E+17,"Kenosha, WI",Central Time (US & Canada)
681452402,FALSE,finalized,3,2/25/15 4:35,neutral,1,,,United,,jayfalck,,0,,2/20/15 14:05,5.68894E+17,"Austin, TX",Central Time (US & Canada)
681452403,FALSE,finalized,3,2/25/15 9:53,negative,1,Customer Service Issue,0.3467,United,,jayfalck,,0,,2/20/15 14:04,5.68894E+17,"Austin, TX",Central Time (US & Canada)
681452404,FALSE,finalized,3,2/25/15 9:46,negative,1,Lost Luggage,1,United,,christinerimay,,0,,2/20/15 14:03,5.68894E+17,Someplace saving something,Eastern Time (US & Canada)
681452405,FALSE,finalized,3,2/25/15 10:00,neutral,1,,,United,,yuethomas,,0,,2/20/15 14:01,5.68893E+17,"San Jose, CA",Pacific Time (US & Canada)
681452406,FALSE,finalized,3,2/25/15 1:52,neutral,1,,,United,,jeeden_1,,0,,2/20/15 14:00,5.68893E+17,"Purcellville, VA",
681452407,FALSE,finalized,3,2/25/15 6:30,negative,1,Can't Tell,0.6578,United,,jeeden_1,,0,,2/20/15 13:58,5.68893E+17,"Purcellville, VA",
681452408,FALSE,finalized,3,2/25/15 7:25,negative,1,Bad Flight,0.6458,United,,Paul_Faust,,1,,2/20/15 13:52,5.68891E+17,New York,
681452409,FALSE,finalized,3,2/25/15 6:21,neutral,0.688,,0,United,,jeeden_1,,0,,2/20/15 13:48,5.6889E+17,"Purcellville, VA",
681452410,FALSE,finalized,3,2/25/15 9:40,positive,1,,,United,,Coco_Flotte,,0,,2/20/15 13:45,5.68889E+17,Deutschland,Prague
681452411,FALSE,finalized,3,2/25/15 1:34,negative,1,Cancelled Flight,1,United,,nate2482,,1,,2/20/15 13:38,5.68887E+17,"Parkersburg, WV",Eastern Time (US & Canada)
681452412,FALSE,finalized,3,2/25/15 6:51,neutral,0.7246,,,United,,KeldaPharris,,1,,2/20/15 13:37,5.68887E+17,Aberdeen,Central Time (US & Canada)
681452413,FALSE,finalized,3,2/25/15 7:46,negative,1,Customer Service Issue,0.6806,United,,bretlonder,,0,,2/20/15 13:32,5.68886E+17,"San Diego, CA",Central Time (US & Canada)
681452414,FALSE,finalized,3,2/25/15 9:05,neutral,0.6491,,0,United,,jeeden_1,,0,,2/20/15 13:31,5.68886E+17,"Purcellville, VA",
681452415,FALSE,finalized,3,2/25/15 2:11,neutral,0.661,,0,United,,divvashi,,0,,2/20/15 13:31,5.68886E+17,,Eastern Time (US & Canada)
681452416,FALSE,finalized,3,2/25/15 4:09,negative,0.6706,Customer Service Issue,0.6706,United,,bretlonder,,0,,2/20/15 13:30,5.68885E+17,"San Diego, CA",Central Time (US & Canada)
681452417,FALSE,finalized,3,2/25/15 2:40,negative,1,Damaged Luggage,0.6383,United,,AlexanderPancoe,,1,,2/20/15 13:29,5.68885E+17,Chicago,Central Time (US & Canada)
681452418,FALSE,finalized,3,2/25/15 3:56,negative,1,Customer Service Issue,1,United,,ADolledUpBlog,,1,,2/20/15 13:26,5.68884E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
681452419,FALSE,finalized,3,2/25/15 1:44,negative,1,Customer Service Issue,0.6503,United,,andreamvdlg,,1,,2/20/15 13:26,5.68884E+17,Edinbrah ,Eastern Time (US & Canada)
681452420,FALSE,finalized,3,2/25/15 3:17,negative,0.6869,Can't Tell,0.3434,United,,andreamvdlg,,0,,2/20/15 13:26,5.68884E+17,Edinbrah ,Eastern Time (US & Canada)
681452421,FALSE,finalized,3,2/25/15 9:42,positive,0.6561,,,United,,d_goodspeed,,0,"[33.63992689, -84.44705534]",2/20/15 13:25,5.68884E+17,USA,Central Time (US & Canada)
681452422,FALSE,finalized,3,2/25/15 5:11,negative,1,Customer Service Issue,0.662,United,,KennethRMurray,,0,,2/20/15 13:23,5.68884E+17,"Kenosha, WI",Central Time (US & Canada)
681452423,FALSE,finalized,3,2/25/15 4:01,neutral,1,,,United,,middlebrowmadam,,0,,2/20/15 13:23,5.68884E+17,Southern California,Pacific Time (US & Canada)
681452424,FALSE,finalized,3,2/25/15 2:13,neutral,1,,,United,,dlm_3,,0,,2/20/15 13:22,5.68883E+17,Global,Eastern Time (US & Canada)
681452425,FALSE,finalized,3,2/25/15 2:13,neutral,1,,,United,,Bigmenk65,,0,,2/20/15 13:21,5.68883E+17,,
681452426,FALSE,finalized,3,2/25/15 0:49,negative,1,Late Flight,0.6522,United,,andreamvdlg,,1,,2/20/15 13:20,5.68883E+17,Edinbrah ,Eastern Time (US & Canada)
681452427,FALSE,finalized,3,2/25/15 5:55,negative,1,Customer Service Issue,0.648,United,,andreamvdlg,,0,,2/20/15 13:19,5.68883E+17,Edinbrah ,Eastern Time (US & Canada)
681452428,FALSE,finalized,3,2/25/15 1:42,negative,1,Customer Service Issue,0.3438,United,,andreamvdlg,,0,,2/20/15 13:18,5.68882E+17,Edinbrah ,Eastern Time (US & Canada)
681452429,FALSE,finalized,3,2/25/15 6:06,negative,1,Bad Flight,1,United,,justindoll,,1,,2/20/15 13:17,5.68882E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
681452430,FALSE,finalized,3,2/25/15 3:02,negative,1,Can't Tell,0.672,United,,ADolledUpBlog,,0,,2/20/15 13:16,5.68882E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
681452431,FALSE,finalized,3,2/25/15 9:03,neutral,1,,,United,,SocialMktgFella,,0,"[0.0, 0.0]",2/20/15 13:15,5.68882E+17,"San Francisco, CA",Pacific Time (US & Canada)
681452432,FALSE,finalized,3,2/25/15 1:34,negative,1,Late Flight,1,United,,ADolledUpBlog,,1,,2/20/15 13:15,5.68882E+17,"Salt Lake City, UT",Mountain Time (US & Canada)
681452433,FALSE,finalized,3,2/25/15 9:46,negative,0.6747,Bad Flight,0.3477,United,,d_goodspeed,,0,"[33.64314381, -84.44252134]",2/20/15 13:14,5.68881E+17,USA,Central Time (US & Canada)
681452434,FALSE,finalized,3,2/25/15 7:29,negative,1,Can't Tell,0.6632,United,,megane_ko,,1,,2/20/15 13:09,5.6888E+17,Montana,Mountain Time (US & Canada)
681452435,FALSE,finalized,3,2/25/15 3:39,neutral,1,,,United,,bugstory,,0,,2/20/15 13:02,5.68878E+17,"Baltimore, MD",Eastern Time (US & Canada)
681452436,FALSE,finalized,3,2/25/15 9:54,negative,1,Customer Service Issue,1,United,,bugstory,,0,,2/20/15 13:01,5.68878E+17,"Baltimore, MD",Eastern Time (US & Canada)
681452437,FALSE,finalized,3,2/25/15 2:30,negative,0.6639,Late Flight,0.3706,United,,LRuns4Cupcakes,,0,,2/20/15 13:00,5.68878E+17,NY,
